date,AAPL,MSFT,JPM,XLE,SPY
2023-06-29,0.0018282518685810434,-0.0024530847540782386,0.03970793338255807,0.012974448797465898,0.004146035919615931
2023-06-30,0.023509205088293683,0.016875691626706102,0.015860490807227956,0.0072394561497788334,0.01241075717381368
2023-07-03,-0.007918611358749716,-0.007708352226353576,0.009088084511418293,0.002626173830592382,0.001209264101145635
2023-07-05,-0.005973147267152923,0.00048741850971789624,-0.0074667077207297705,-0.006203593672885921,-0.0015630398852254368
2023-07-06,0.002552512629619752,0.009500030448815533,-0.011090429657204859,-0.025246710298160835,-0.008230665467092724
2023-07-07,-0.005993741049169832,-0.012215720576702727,0.008862050035291169,0.02419288273852027,-0.0026547142343624763
2023-07-10,-0.011045891141942321,-0.01645851781733787,0.0062966417910448325,0.00875381763713623,0.0026617805009472306
2023-07-11,-0.002859763664814108,0.0019869605712510285,0.017535728080339874,0.02465612284534391,0.006696576447040581
2023-07-12,0.009145021645021734,0.014655760054533173,0.005542058912845427,0.010351048413332231,0.008457581782558954
2023-07-13,0.0041289077162314225,0.016673283048828758,0.005436013590033983,-0.004257663128371281,0.00833953497904849
2023-07-14,0.0008010253124000055,0.007749376745862513,0.0067582788916422665,-0.02953021569083325,-0.0006541687722723122
2023-07-17,0.017608452056987467,0.0014604631754642217,0.02692623256507809,-0.002202988905197323,0.003647040368294885
2023-07-18,-0.0013633265167009023,0.04095238095238085,0.0020337013364322143,0.011315245499430304,0.007803326360032559
2023-07-19,0.007193489104752038,-0.012608645928636641,0.004276601913598244,0.006549449709777555,0.0023344283574338043
2023-07-20,-0.0102700448336982,-0.023772983929347125,0.013713460844460235,0.013149226093486899,-0.0069639151592212345
2023-07-21,-0.006268106399789253,-0.009194993177908173,-0.008543965824136635,0.00990117556389869,0.0
2023-07-24,0.004293437930668942,0.004011495629265838,0.021903052064631945,0.018018352221689238,0.00469064826384491
2023-07-25,0.0045917559508101835,0.017502534438547324,-0.00829234012649338,0.005856431533109774,0.0028659646131954375
2023-07-26,0.004623305663549404,-0.038710622710622644,0.006660997732426344,0.0003881555623985733,0.00016132597041607077
2023-07-27,-0.00669386047484577,-0.021491281551030417,-0.012248345769393265,-0.007113424195471674,-0.006958940637240896
2023-07-28,0.013741181425713345,0.02383251814698273,0.006342645381984147,0.0033868013745201875,0.010279517006567485
2023-07-31,0.0032199428719812406,-0.0074549659201557095,0.007435734013171658,0.021160971379461824,0.0019982355809502472
2023-08-01,-0.004348501320080578,0.0012875931205740265,-0.005482918599746922,-0.005212398898531312,-0.0030028371080065286
2023-08-02,-0.015754172515988096,-0.02706591959829774,-0.01258128357364996,-0.014568950754390464,-0.014599577279011178
2023-08-03,-0.007448494453248911,-0.002643421342480301,0.006800286327845573,0.01128278817148809,-0.00300984077942279
2023-08-04,-0.04885837458087172,0.0035339033856056634,-0.002346249555634672,0.0015388837450276416,-0.004750715006010986
2023-08-07,-0.017570365396452403,0.007325892155321423,0.005273660205245223,0.0012804326838125046,0.009170556118983209
2023-08-08,0.005410947200546801,-0.012672451463886625,-0.006238480079398756,0.0054988196719634175,-0.004566911190586831
2023-08-09,-0.009120779515069177,-0.01207637835103692,-0.01490940219717507,0.013989820497884997,-0.0070222401367370235
2023-08-10,-0.0012577897204276711,0.0022400000000000198,-0.0016655804185675693,-0.00012542550602923086,0.0003771680384976328
2023-08-11,0.00034346556757691715,-0.00613026819923379,0.006455824749745931,0.017060008580180863,-0.0006126669841538535
2023-08-14,0.009556509298998428,0.009734001542020199,0.0023063063063062383,-0.0046868100830551596,0.005800325902864278
2023-08-15,-0.011393266069606556,-0.006935827686042506,-0.02833105630258137,-0.023048726991546364,-0.012237029861869142
2023-08-16,-0.005045582248724201,-0.002498958767180204,-0.004736179974838994,-0.009639947944281135,-0.007713227425578673
2023-08-17,-0.014810119287731238,-0.011305604625020171,-0.011599375418246738,0.0133199109615183,-0.008012358644653328
2023-08-18,0.0028661675245671425,-0.0012994185102166433,0.0025577371548934913,0.010996150083545597,0.000506324108670686
2023-08-21,0.007874015748031704,0.01756497414045466,0.0038268177384257474,-0.0070009976421639974,0.006843965538223751
2023-08-22,0.008043981481481444,0.0018540421315091926,-0.023172372551950926,-0.008561147999587182,-0.002848224802006527
2023-08-23,0.022331936391297047,0.014485817300022186,0.007575757575757347,-0.002793700459436721,0.011713477772355763
2023-08-24,-0.026617250673854453,-0.022110394716150283,-0.0010632642211588772,-0.007640528418945358,-0.014567226445162507
2023-08-25,0.012864889811930347,0.009680946867361317,-0.0013685090853797766,0.010779097789515024,0.007415359569100222
2023-08-28,0.008999259554593575,0.0022935049214791725,0.0038827559954321966,0.007490294355872562,0.006667716612962504
2023-08-29,0.022184589331075477,0.014969013189257918,0.009100561201274004,0.003024246899516969,0.015193812509777915
2023-08-30,0.01949414623370882,0.001189879759519119,-0.004509243950097663,0.0055277354124319,0.004326229508580193
2023-08-31,0.0011917014246247692,-0.003221367360980887,-0.013815491469122865,0.0007496382995204609,-0.0015367632180847135
2023-09-01,0.008602499594221547,0.0028238837814942297,0.003751052591288495,0.022721995140988716,0.0019588908107266434
2023-09-05,0.001287415513357093,0.0152998967491631,-0.012355094569859726,0.005859475137514503,-0.004538534602602562
2023-09-06,-0.036376299153541125,-0.002064714946070967,-0.0018532818532819295,0.0004854451410580829,-0.007060956394853268
2023-09-07,-0.02974370378606772,-0.009171478862365912,-0.009593068234565849,-0.0010917215964364457,-0.0032259272244946624
2023-09-08,0.0035526014210405243,0.01358848095742693,0.000859240743633638,0.010686277605205241,0.0015827490745052852
2023-09-11,0.006737467169121825,0.011284668839554701,0.004916881292437392,-0.014538271699872318,0.00691063650735968
2023-09-12,-0.017354809437386542,-0.018760071756514174,0.01460080770425587,0.026091642627404044,-0.005762283325849493
2023-09-13,-0.012062795798222337,0.013293257312840812,0.000535823637477284,-0.008317628857894555,0.0012251030205623348
2023-09-14,0.00893848221066773,0.008073147610164755,0.021727488332950795,0.012940547768594213,0.009059375618419852
2023-09-15,-0.004226983207874846,-0.025724252995601327,-0.003294646199925144,-0.015969036629421507,-0.012608666350608533
2023-09-18,0.017212304471710294,-0.003611794376809918,0.00232890090902238,0.009299351113013055,0.0006140515784434086
2023-09-19,0.006288229577545268,-0.001281209962188612,-0.001424074351671356,-0.010242704455100005,-0.0021714645017480994
2023-09-20,-0.02033744248139524,-0.024655819774718424,-0.004728664715154207,-0.010228369405382742,-0.009627275419555215
2023-09-21,-0.009046100318933048,-0.003977928910560813,-0.00874811463046754,-0.01507558460442393,-0.017316029723382975
2023-09-22,0.005032477032008931,-0.008116464828652581,-0.010727328058429686,0.0018515729729595698,-0.0023575894449991974
2023-09-25,0.00751091703056761,0.0017210027276270967,0.005537183726832318,0.013799527366187725,0.0044096093427197225
2023-09-26,-0.023809523809523836,-0.01750461927453084,-0.011625239005736199,-0.006319714348911432,-0.015402258480459174
2023-09-27,-0.009057542031731036,0.0021445775182289406,0.006577420103691223,0.02739652308768603,0.000418794305973913
2023-09-28,0.001553258856562545,0.002798446039375735,0.013914514145141332,0.001190445012154484,0.006082287688760291
2023-09-29,0.003101699970175842,0.006927344955514059,-0.019485935249071162,-0.02211594940441508,-0.002545480890291829
2023-10-02,0.015103764048284507,0.019726116726442866,-0.009665944942777616,-0.021886574045927754,-0.00041715006998310766
2023-10-03,-0.007908148321715158,-0.026890487609912195,-0.0082767236667447,-0.0007458771639761164,-0.014041730451800016
2023-10-04,0.0074397732640527625,0.01830189919169367,0.005038973309188233,-0.03458477125532766,0.0076437142774623545
2023-10-05,0.007326222013831929,0.0012906972992159371,0.004700352526439522,-0.006829703281608035,-0.00039534755003134414
2023-10-06,0.015011345784604613,0.02545841255518666,0.017153996101364477,0.006617171950456857,0.012458373213311225
2023-10-09,0.008598452278589797,0.008045001728418377,-0.00252970486776527,0.03686412604953193,0.006714077002406338
2023-10-10,-0.0034100596760443525,-0.004458022882439128,0.006762988011066673,0.0013674414672895097,0.005456699031763268
2023-10-11,0.008041060735671568,0.012619778292728867,0.003816793893129722,-0.014152313654996362,0.004293427293462049
2023-10-12,0.005148223579995559,-0.0038964653492902235,-0.002585551330798519,0.0012592523566909986,-0.006388591608560978
