Price,Close,High,Low,Open,Volume
Ticker,NFLX,NFLX,NFLX,NFLX,NFLX
Date,,,,,
2025-07-28,117.45999908447266,119.77899932861328,116.85299682617188,118.12000274658203,34470000
2025-07-29,116.8740005493164,117.95999908447266,116.3290023803711,117.9000015258789,27525000
2025-07-30,118.41999816894531,118.48500061035156,116.61000061035156,116.8550033569336,29227000
2025-07-31,115.94000244140625,119.0,115.77400207519531,118.4800033569336,37129000
2025-08-01,115.86000061035156,117.85099792480469,115.28500366210938,116.3010025024414,38910000
2025-08-04,117.0989990234375,117.69999694824219,116.26200103759766,116.76499938964844,22447000
2025-08-05,114.78700256347656,117.1709976196289,114.47100067138672,117.0999984741211,26607000
2025-08-06,117.8479995727539,118.13800048828125,115.18699645996094,115.35199737548828,33622000
2025-08-07,118.03700256347656,119.12200164794922,116.81999969482422,118.1760025024414,26283000
2025-08-08,121.16400146484375,121.41100311279297,118.03700256347656,118.31900024414062,38167000
2025-08-11,121.83100128173828,122.30699920654297,120.19300079345703,121.4010009765625,24556000
2025-08-12,122.52799987792969,123.1989974975586,120.6510009765625,122.5,22788000
2025-08-13,120.44400024414062,123.71199798583984,120.30000305175781,123.4000015258789,27624000
2025-08-14,123.05599975585938,124.40899658203125,120.7030029296875,120.98899841308594,39047000
2025-08-15,123.8949966430664,124.69400024414062,122.78800201416016,123.40399932861328,27678000
2025-08-18,124.50900268554688,125.11599731445312,123.54499816894531,123.56300354003906,21111000
2025-08-19,121.41500091552734,124.0999984741211,119.27899932861328,124.0199966430664,37077000
2025-08-20,121.38600158691406,122.30000305175781,119.33100128173828,121.80000305175781,24344000
2025-08-21,120.62100219726562,122.13999938964844,119.76399993896484,121.14299774169922,20472000
2025-08-22,120.46499633789062,121.36199951171875,119.822998046875,120.88800048828125,31281000
2025-08-25,121.80699920654297,123.37999725341797,119.9000015258789,120.16500091552734,28120000
2025-08-26,122.60900115966797,123.1500015258789,121.22000122070312,122.02100372314453,19857000
2025-08-27,122.3499984741211,122.9209976196289,121.30000305175781,122.36100006103516,16645000
2025-08-28,123.1449966430664,123.78900146484375,121.427001953125,122.27899932861328,19503000
2025-08-29,120.82499694824219,122.87899780273438,120.11499786376953,122.7969970703125,32098000
2025-09-02,121.41100311279297,121.54000091552734,118.27999877929688,119.69999694824219,23033000
2025-09-03,122.61799621582031,122.69999694824219,120.33799743652344,120.51399993896484,24715000
2025-09-04,125.74800109863281,125.74800109863281,122.30899810791016,122.31999969482422,30235000
2025-09-05,124.38200378417969,126.70999908447266,123.9020004272461,126.0,23797000
2025-09-08,124.47599792480469,125.2040023803711,123.19999694824219,124.85399627685547,19151000
2025-09-09,126.32499694824219,126.5719985961914,124.66699981689453,124.66699981689453,22197000
2025-09-10,124.77100372314453,126.69999694824219,124.63600158691406,126.39700317382812,27010000
2025-09-11,120.3499984741211,125.34500122070312,119.19999694824219,125.0999984741211,56823000
2025-09-12,118.84400177001953,121.1780014038086,118.23999786376953,120.30599975585938,37849000
2025-09-15,120.22599792480469,120.7239990234375,117.32099914550781,118.83999633789062,29093000
2025-09-16,120.0510025024414,120.9000015258789,119.72799682617188,120.56400299072266,24047000
